Date,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
4/30/2022,779.9875,764.175,754.6875,758.1375,767.05,818.225,750.0875,750.6625,733.7,751.525,733.125,733.125,753.825,776.825,722.2,707.5375,697.1875,723.925,738.3,720.475,723.0625,714.725,728.2375,728.8125
5/1/2022,712.7125,717.8875,723.35,723.0625,724.2125,717.025,727.95,763.3125,478.4,724.5,711.85,756.9875,749.225,749.5125,742.325,740.8875,712.1375,735.425,705.2375,705.2375,712.1375,707.5375,706.1,713.575
5/2/2022,706.3875,699.2,676.4875,670.7375,712.7125,674.475,661.25,704.6625,743.7625,740.8875,686.55,756.125,746.0625,737.4375,741.4625,732.8375,738.3,738.875,767.9125,752.1,752.3875,765.6125,772.8,790.05
5/3/2022,718.75,723.925,732.2625,731.975,777.6875,756.125,774.2375,899.5875,878.3125,845.5375,834.0375,808.1625,893.8375,790.625,835.7625,849.275,826.275,824.2625,813.05,826.5625,817.65,833.75,834.6125,796.6625
5/4/2022,756.9875,768.2,740.3125,756.9875,781.1375,773.0875,753.25,732.55,729.9625,705.8125,656.075,511.175,64.975,59.225,636.525,655.2125,667.8625,675.05,671.6,681.375,729.1,694.8875,720.1875,683.3875
5/5/2022,675.3375,679.3625,597.7125,18.1125,23,431.5375,621.2875,621.2875,661.25,651.475,653.775,617.2625,694.3125,651.7625,393.875,55.2,73.025,319.9875,638.5375,679.9375,683.1,663.55,666.1375,682.525
5/6/2022,682.2375,690.2875,690.8625,688.85,679.3625,681.6625,654.925,671.025,661.5375,702.9375,731.975,692.3,657.8,655.5,726.5125,726.225,703.8,652.625,672.175,683.3875,687.125,649.175,665.275,650.9
5/7/2022,616.6875,585.35,585.35,581.325,594.55,633.9375,658.6625,671.6,736,410.8375,113.85,87.6875,129.0875,106.0875,131.9625,125.35,715.875,696.0375,739.1625,729.3875,755.8375,705.8125,707.25,691.15
5/8/2022,636.525,648.8875,626.4625,633.3625,689.1375,643.1375,596.5625,627.0375,620.1375,692.0125,719.6125,659.525,683.9625,40.825,25.875,43.9875,662.4,668.4375,689.1375,782.575,757.85,130.525,150.3625,140.3
5/9/2022,648.025,679.65,674.475,392.4375,16.675,12.65,0,10.0625,21.5625,52.9,373.75,683.9625,75.325,102.925,65.8375,80.5,77.9125,66.125,38.2375,641.4125,689.1375,712.7125,709.2625,692.5875
5/10/2022,712.425,652.05,598,608.925,275.1375,5.175,4.6,36.225,69.2875,179.6875,162.15,152.0875,121.6125,177.3875,744.3375,724.2125,716.7375,720.7625,731.975,730.825,705.2375,276.575,71.5875,639.4
5/11/2022,675.3375,674.1875,664.9875,629.9125,637.3875,686.8375,728.525,727.6625,738.3,617.55,182.85,163.3,604.9,813.9125,800.975,784.3,817.075,820.2375,807.5875,775.1,743.1875,738.875,724.7875,627.325
5/12/2022,589.375,594.2625,614.1,610.075,620.7125,592.25,690.8625,751.8125,768.775,824.2625,797.2375,756.9875,774.2375,755.55,748.65,756.9875,750.6625,750.6625,752.675,793.5,803.85,784.3,764.4625,767.9125
5/13/2022,731.1125,699.775,692.0125,694.6,708.6875,710.125,779.4125,790.625,799.825,759,813.3375,793.7875,791.2,780.5625,773.375,788.6125,430.1,121.6125,135.7,133.1125,121.9,131.3875,739.7375,764.75
5/14/2022,754.975,711.85,690.575,682.2375,725.9375,789.475,761.5875,791.4875,778.55,454.25,135.4125,169.625,150.3625,146.05,106.0875,129.95,150.3625,134.55,135.9875,130.2375,632.2125,729.9625,744.625,717.6
5/15/2022,744.625,723.063,680.225,462.013,28.175,57.5,92,129.663,161.575,223.675,210.738,240.925,202.975,240.063,179.688,514.05,803.563,816.788,818.513,789.188,789.763,777.975,781.425,552
5/16/2022,79.063,78.2,71.588,63.825,95.163,94.013,32.2,654.925,726.513,767.05,800.113,413.713,103.788,96.313,118.163,150.65,143.75,131.675,138.575,102.063,107.525,173.075,158.125,422.625
5/17/2022,734.275,690.575,703.513,704.663,735.713,692.3,80.5,82.513,122.763,164.738,124.488,70.438,113.85,749.8,769.063,750.088,746.638,747.5,776.25,801.838,773.95,760.725,404.513,134.55
5/18/2022,748.075,705.525,696.613,686.55,736.288,746.638,774.813,799.538,785.163,643.713,103.213,137.137,133.4,118.738,782.288,741.463,715.013,724.788,725.65,757.85,725.075,743.475,567.525,98.038
5/19/2022,106.95,48.3,39.388,626.175,681.95,748.075,734.85,346.725,153.813,149.5,214.188,227.413,229.425,203.838,232.588,370.3,834.613,812.763,811.9,830.588,800.113,801.838,789.763,336.663
5/20/2022,131.963,372.6,767.05,766.188,753.538,755.838,749.225,751.238,793.5,843.525,869.113,196.65,159.275,168.763,166.75,147.488,138.288,723.063,754.975,802.988,818.513,788.9,782.863,782.575
5/21/2022,227.7,118.163,129.375,391.863,714.438,725.65,693.45,708.113,812.188,826.275,828.863,454.25,158.413,156.113,200.963,187.738,778.55,732.838,803.563,802.7,801.263,838.638,811.9,790.625
5/22/2022,748.363,725.075,733.413,723.063,746.35,736,752.388,620.138,150.363,174.513,181.125,178.825,151.513,130.238,750.375,759.863,745.775,736.863,745.775,766.763,776.25,198.088,98.9,75.613
5/23/2022,692.3,718.75,676.775,661.825,708.4,692.3,702.65,762.45,790.05,382.663,230.575,243.8,244.375,250.125,229.713,210.45,717.025,820.238,816.213,759,754.688,791.488,475.238,94.588
5/24/2022,83.95,77.913,556.313,706.388,755.263,260.188,69,113.563,172.788,324.013,836.913,802.7,820.525,810.175,832.025,290.95,152.663,562.063,794.938,806.438,852.15,829.15,776.825,743.475
5/25/2022,700.925,699.775,702.938,460,65.55,98.038,75.038,116.725,179.975,163.875,187.45,192.338,169.625,167.038,775.1,765.9,707.25,708.688,731.688,776.538,851.863,805,135.125,106.95
5/26/2022,57.5,52.038,525.838,731.4,723.063,95.163,87.975,163.875,257.888,307.05,296.413,206.713,230.575,224.25,423.2,829.15,792.925,792.638,779.125,803.85,810.75,809.6,803.563,747.788
5/27/2022,752.963,734.85,721.338,778.263,744.625,731.688,734.563,744.625,812.763,811.038,846.688,850.713,769.063,780.85,794.363,764.463,788.9,769.925,782.863,792.638,756.125,834.9,784.875,709.838
5/28/2022,685.975,683.675,692.3,680.8,741.463,735.425,714.725,776.825,780.85,793.213,778.55,785.45,765.325,769.638,784.588,751.525,744.625,760.438,770.213,756.7,729.388,703.8,705.238,727.95
5/29/2022,683.1,673.038,673.038,669.588,707.825,712.138,675.625,745.488,710.125,750.375,717.025,749.225,751.238,743.763,747.788,748.075,723.35,759.863,799.25,799.825,785.163,764.463,741.463,794.363
5/30/2022,748.65,707.25,700.925,707.25,711.563,780.275,748.65,764.75,794.65,813.913,844.963,813.05,745.2,869.975,805.575,784.3,492.2,136.85,752.963,804.425,703.513,78.775,673.038,677.638
5/31/2022,642.563,638.825,649.75,656.65,687.125,707.25,740.313,761.588,797.813,886.938,915.113,287.788,245.238,251.563,231.15,269.962,894.7,901.6,918.275,890.675,781.425,784.588,783.438,738.3
6/1/2022,727.95,726.8,731.975,756.7,156.113,121.038,86.825,118.163,165.888,105.513,199.525,158.413,119.888,134.838,148.638,131.1,690,741.463,723.925,733.7,733.988,723.638,704.375,717.6
6/2/2022,690.575,716.45,257.313,40.538,94.3,92.288,719.9,786.313,840.363,868.25,710.125,273.413,219.075,238.05,188.313,441.313,839.788,794.65,762.163,774.238,769.35,766.763,757.275,741.175
6/3/2022,700.925,677.925,666.713,665.563,666.425,631.063,106.663,141.738,150.65,181.7,196.938,212.175,182.275,208.15,204.125,159.85,770.213,761.875,798.963,830.3,804.425,790.913,787.75,817.65
6/4/2022,742.9,708.975,701.213,718.463,266.513,105.513,111.55,85.963,138.288,224.825,218.788,226.838,819.375,821.963,823.113,835.188,434.413,105.513,107.525,98.9,74.175,295.263,695.75,673.038
6/5/2022,666.425,664.413,661.825,663.838,706.963,618.7,78.488,90.563,146.625,146.05,125.925,146.913,140.012,723.925,769.063,773.95,770.213,755.263,784.588,781.713,781.425,742.325,747.213,750.088
6/6/2022,747.5,729.388,291.525,39.675,79.638,92,58.938,54.913,138.575,159.275,189.75,445.338,815.925,815.638,827.713,836.913,805.288,833.463,855.888,812.763,780.563,754.4,750.375,769.063
6/7/2022,704.088,688.563,710.7,705.238,701.788,788.613,761.013,782.575,801.263,828,762.45,780.563,783.438,786.888,777.113,771.65,763.888,776.538,779.413,821.1,850.138,833.175,812.763,803.275
6/8/2022,763.313,732.838,733.413,730.538,770.788,776.25,764.463,788.9,836.625,835.188,819.95,804.713,811.325,810.175,786.025,770.5,766.188,765.613,784.588,773.375,780.85,773.375,759.288,719.613
6/9/2022,688.85,666.425,666.138,667.288,722.775,720.475,715.013,757.85,769.063,823.4,830.3,814.775,630.775,196.363,177.675,156.975,752.675,727.088,738.588,740.025,756.7,752.963,750.663,741.175
6/10/2022,763.313,272.55,94.3,85.1,117.588,107.238,111.55,501.975,786.888,885.213,860.488,851.575,248.4,204.125,670.163,860.775,847.263,811.613,799.538,765.613,785.45,776.25,763.888,744.05
6/11/2022,725.65,715.3,745.2,737.725,730.825,741.75,763.313,776.825,796.95,510.888,165.888,161.288,144.325,146.913,157.55,770.213,811.325,780.85,787.463,784.875,777.113,721.338,713.863,712.425
6/12/2022,712.138,700.35,698.913,699.2,765.9,320.275,98.9,122.188,148.063,154.963,166.463,184.575,459.713,743.188,751.238,771.65,761.3,727.375,776.538,772.8,759.575,762.45,472.938,340.113
6/13/2022,115,61.813,44.85,54.625,112.125,113.275,697.475,735.713,783.15,795.8,727.95,749.225,771.938,771.65,775.675,596.563,110.688,105.8,131.675,138.575,142.313,123.338,106.088,552
6/14/2022,677.35,681.95,479.263,32.488,64.688,67.85,74.75,100.625,684.25,781.138,782.288,852.438,260.475,206.713,218.788,127.075,167.325,756.988,765.325,837.488,829.15,795.225,802.988,805
6/15/2022,762.738,716.738,704.375,60.088,69,121.038,94.013,136.85,148.638,221.95,178.538,148.063,159.563,177.1,174.225,148.925,127.65,702.65,734.85,785.163,900.45,811.9,808.163,776.25
6/16/2022,712.425,727.088,712.713,381.513,102.925,142.313,130.525,182.85,811.038,819.663,698.625,618.125,718.75,706.388,694.6,701.5,745.2,286.638,122.188,119.025,705.238,708.113,702.65,664.413
6/17/2022,654.063,653.775,646.3,649.463,692.013,692.875,766.475,760.15,656.075,499.963,88.263,258.462,148.35,131.675,116.725,456.263,732.263,672.463,758.138,750.663,764.463,738.588,736,716.738
6/18/2022,681.088,687.413,711.85,173.363,103.213,112.413,125.063,657.513,791.775,783.725,787.463,866.813,559.475,214.475,247.825,236.613,411.413,797.525,814.775,779.413,776.538,785.45,745.775,721.05
6/19/2022,701.5,168.763,34.5,19.263,41.688,99.475,103.5,468.625,640.838,716.738,741.175,569.25,135.413,129.95,113.563,109.538,56.063,329.188,673.325,750.088,744.338,755.55,755.55,748.938
6/20/2022,706.1,683.963,673.325,660.388,693.163,723.35,669.3,661.825,691.725,704.95,56.925,96.313,91.713,143.175,132.25,86.25,612.375,714.15,736.575,725.938,706.1,704.663,693.163,691.438
6/21/2022,671.888,671.025,679.363,677.925,422.338,99.188,99.763,138,177.388,204.413,266.8,203.838,172.788,185.15,133.688,669.013,764.463,762.45,738.588,761.3,777.975,777.113,774.238,741.75
6/22/2022,732.263,721.913,706.963,288.075,58.075,85.675,100.913,123.625,145.475,216.2,157.55,174.513,200.1,43.7,351.325,852.438,809.025,816.213,774.238,754.975,760.15,749.225,734.85,742.325
6/23/2022,747.5,721.913,734.275,733.413,706.963,726.225,704.663,720.188,795.225,432.688,275.425,224.538,227.988,236.9,217.063,201.25,193.488,643.425,761.875,746.638,750.663,773.663,748.075,754.688
6/24/2022,734.563,716.163,728.238,723.925,519.513,119.313,57.5,123.625,172.788,151.8,403.075,814.2,798.388,782.863,770.213,806.438,314.238,125.35,122.475,729.388,772.513,767.913,766.475,756.413
6/25/2022,746.063,743.475,754.113,744.338,763.313,281.175,86.25,120.175,129.95,757.275,788.038,786.313,783.725,790.625,821.388,424.063,146.625,122.475,92.575,139.725,120.175,104.65,105.513,101.2
6/26/2022,97.463,104.938,104.363,83.088,81.65,75.038,80.213,118.45,171.35,203.838,217.925,453.388,214.763,115,87.113,73.888,73.313,70.725,102.063,117.013,163.013,110.4,113.275,119.313
6/27/2022,105.8,98.9,87.4,89.125,99.475,77.625,69.863,129.663,140.588,180.838,181.988,206.713,210.163,182.85,140.875,135.7,133.113,114.713,111.55,79.925,84.525,42.263,72.163,77.913
6/28/2022,33.638,27.313,21.85,23,62.388,116.725,86.825,124.2,204.988,258.462,246.675,241.788,217.35,237.475,222.238,223.1,193.488,137.425,131.963,147.775,132.538,128.225,109.25,113.563
6/29/2022,89.988,57.5,48.588,44.563,96.888,106.95,99.763,128.512,204.413,228.85,191.188,190.038,185.438,192.338,202.688,200.1,155.825,123.05,118.738,106.663,649.175,756.988,772.225,721.05
6/30/2022,711.275,679.363,55.488,51.75,64.4,90.563,60.663,126.213,174.225,228.85,266.513,292.388,268.525,236.038,282.325,276.863,204.988,185.725,110.688,168.188,729.963,774.525,757.275,769.925
7/1/2022,789.763,736.575,707.825,719.325,420.613,123.913,96.888,170.488,189.75,194.638,209.3,212.75,203.55,217.35,195.213,163.588,143.463,144.9,117.013,113.563,144.038,138,137.425,135.125
7/2/2022,192.05,158.125,108.1,114.138,145.475,130.813,97.463,147.775,186.013,212.463,222.525,232.013,219.65,237.188,231.725,215.338,150.938,105.513,189.463,230,210.738,214.188,733.988,795.225
7/3/2022,770.788,728.813,708.975,708.688,540.5,108.675,65.263,120.175,192.338,194.925,166.175,159.275,137.713,140.012,138,126.788,144.9,160.138,160.425,174.8,255.3,89.413,107.238,94.875
7/4/2022,45.713,29.325,608.925,671.6,726.225,727.375,727.375,153.525,132.538,148.063,227.7,179.113,186.013,192.05,202.688,223.388,210.738,200.1,183.138,209.875,179.688,157.263,163.875,160.425
7/5/2022,92.863,63.538,62.388,82.513,113.85,94.013,116.15,711.85,759.863,216.775,209.588,233.45,222.525,225.975,173.65,181.988,156.4,689.425,765.038,800.4,788.9,771.938,763.025,758.425
7/6/2022,705.238,715.3,270.538,79.925,94.588,79.925,101.775,122.763,167.038,184,205.563,247.25,262.488,169.625,204.413,130.813,144.325,129.375,117.3,487.025,637.388,636.525,642.85,692.588
7/7/2022,722.775,717.6,711.85,718.463,772.513,759.575,729.963,770.5,855.313,895.85,666.425,276,280.6,266.225,260.475,242.075,213.9,170.2,199.238,165.888,172.788,185.438,184,143.463
7/8/2022,589.375,685.975,677.35,683.1,724.5,718.463,715.875,722.2,591.1,768.488,813.625,887.8,887.513,907.925,834.9,824.838,691.438,129.95,140.875,136.563,152.088,156.688,171.063,147.2
7/9/2022,132.825,129.375,115.575,122.188,110.688,138.863,98.325,189.175,95.45,74.463,818.225,884.063,264.788,191.475,223.388,358.225,279.45,117.3,133.975,128.225,154.963,166.175,152.375,112.125
7/10/2022,87.688,65.263,53.475,72.45,96.313,123.05,96.025,90.563,130.238,155.25,178.825,164.738,197.225,250.988,184.575,187.45,140.3,708.688,773.95,821.675,830.875,742.038,767.913,271.4
7/11/2022,69.863,41.113,39.388,36.225,82.8,97.463,99.188,57.788,122.475,160.138,173.65,138.288,167.9,201.538,113.563,107.813,122.188,119.888,114.425,109.538,93.725,101.2,382.375,739.738
7/12/2022,714.438,706.675,702.65,587.938,64.975,66.988,98.038,139.438,263.638,287.788,249.263,265.938,255.013,278.3,305.613,250.413,162.725,726.225,765.9,786.888,763.888,756.125,768.488,735.138
7/13/2022,737.725,100.338,61.525,59.513,61.238,92,115.863,133.975,754.688,891.25,614.675,249.55,248.4,269.388,253.863,499.1,828.288,815.925,829.725,835.763,796.088,774.813,747.788,761.013
7/14/2022,708.975,708.975,700.638,695.175,698.913,322.863,111.838,131.387,186.3,198.088,303.888,318.263,283.188,290.95,662.975,827.713,811.038,789.188,769.638,761.875,752.963,747.5,715.013,693.45
7/15/2022,696.613,692.588,689.138,690.575,692.875,84.238,128.8,158.988,202.975,219.938,277.15,276,217.063,158.7,221.375,220.513,220.8,243.225,813.625,814.488,779.413,752.1,738.3,750.95
7/16/2022,734.563,683.388,679.363,676.775,691.15,649.75,131.675,148.063,162.15,192.05,205.275,786.025,836.625,721.05,195.5,198.95,146.05,124.775,131.963,144.9,377.775,748.65,723.35,713.575
7/17/2022,584.488,97.463,85.675,85.963,52.038,59.8,67.85,103.213,137.137,187.163,198.088,178.825,144.613,138,148.063,125.638,141.163,139.15,154.963,169.338,483.288,807.588,772.513,773.95
7/18/2022,795.225,782.863,738.3,704.95,367.425,113.85,95.45,593.975,746.063,744.913,776.825,791.488,743.763,747.5,681.088,758.425,750.663,757.275,789.763,803.563,800.4,823.4,816.213,828.575
7/19/2022,780.85,751.238,731.4,722.488,742.325,763.313,769.063,794.363,817.65,897.863,908.5,877.163,847.838,865.663,845.538,436.138,117.588,111.263,173.938,476.675,797.525,823.688,798.1,759.575
7/20/2022,726.513,705.238,703.513,688.275,689.713,113.563,102.35,115,133.113,190.038,227.125,238.05,247.825,247.825,210.45,162.725,120.175,729.1,768.488,816.5,781.713,746.063,712.425,757.85
7/21/2022,725.363,685.113,693.738,264.212,49.45,91.138,91.425,128.8,174.225,202.975,244.95,238.913,156.975,199.238,183.138,164.45,402.213,789.475,810.463,788.613,790.913,789.188,785.163,768.488
7/22/2022,738.3,719.325,682.525,73.313,102.925,104.938,113.563,282.038,512.9,831.163,890.388,429.525,227.125,249.55,222.525,187.738,138.575,130.525,663.263,755.263,748.938,115.288,68.138,72.738
7/23/2022,33.925,35.938,33.638,600.3,676.775,709.838,713.288,755.263,785.738,769.063,811.9,823.4,813.338,817.938,851.575,439.875,197.225,151.8,139.15,141.738,234.888,798.388,760.15,737.725
7/24/2022,684.825,642.275,637.675,631.638,704.088,141.163,283.188,767.625,547.112,164.163,252.713,257.025,246.388,236.613,200.1,196.938,173.075,186.013,654.35,757.85,756.988,777.975,774.525,734.275
7/25/2022,688.563,682.238,683.963,636.238,685.4,764.75,782.863,781.138,786.025,806.725,799.538,807.875,805.288,785.163,785.45,781.713,772.8,781.713,772.513,800.113,805,789.763,787.463,775.388
7/26/2022,723.063,720.475,717.6,715.013,742.038,788.613,788.038,801.263,840.65,866.238,646.588,227.988,207,180.263,240.063,241.5,258.462,231.438,215.05,219.65,206.713,191.188,158.125,643.425
7/27/2022,700.925,664.988,685.4,707.538,708.4,767.338,286.638,121.613,153.238,115.863,133.975,203.838,213.613,213.038,190.613,198.088,545.388,567.813,747.5,730.825,751.813,729.963,755.55,760.438
7/28/2022,728.238,663.55,673.9,680.225,694.313,126.788,125.925,138.288,171.063,204.7,203.263,222.238,228.563,236.613,229.425,580.463,810.463,802.7,793.788,805.863,788.325,804.425,804.713,808.163
7/29/2022,774.525,711.275,707.825,700.925,695.75,113.275,115.575,150.65,145.188,703.225,676.775,216.775,227.125,230.575,228.85,425.213,799.538,757.563,772.513,776.825,777.4,773.95,784.588,812.188
7/30/2022,771.363,717.313,714.15,357.075,39.1,107.238,106.663,172.213,181.7,250.988,292.1,245.813,200.675,204.988,217.35,761.013,801.55,761.3,757.85,786.888,753.538,205.563,183.425,722.2
7/31/2022,812.475,786.313,792.638,778.55,773.95,787.75,793.213,763.6,772.8,781.138,759.863,813.625,811.325,676.488,817.65,797.238,789.475,784.875,797.525,801.838,803.275,804.713,784.013,782.863
8/1/2022,784.0125,763.025,754.1125,766.1875,791.2,792.0625,764.175,791.2,827.425,865.95,806.725,793.2125,825.7,591.9625,259.9,250.4125,221.6625,199.2375,223.675,250.125,228.5625,240.925,257.025,214.7625
8/2/2022,189.75,173.3625,171.35,159.5625,193.4875,204.9875,205.5625,244.375,265.075,362.5375,357.075,317.6875,286.6375,311.9375,312.225,302.7375,288.65,269.9625,270.25,710.4125,803.85,810.175,775.3875,783.15
8/3/2022,778.8375,788.0375,352.1875,146.625,172.7875,200.1,182.275,210.45,253.8625,234.6,259.325,354.4875,321.7125,334.3625,311.075,304.75,268.525,226.2625,235.4625,252.1375,235.4625,715.0125,783.725,746.0625
8/4/2022,679.075,697.1875,311.3625,129.375,150.65,165.6,153.2375,200.1,261.625,302.45,376.625,404.8,349.025,335.8,328.9,270.825,249.2625,203.2625,689.425,828.575,833.175,822.25,796.0875,795.5125
8/5/2022,796.95,792.6375,771.65,781.425,803.85,342.9875,97.4625,140.875,153.525,730.825,841.5125,424.925,204.9875,218.5,242.9375,381.8,131.9625,143.75,180.8375,687.125,788.6125,833.175,818.225,792.0625
8/6/2022,806.4375,360.2375,148.0625,139.15,162.4375,149.7875,107.8125,177.9625,210.1625,236.0375,282.325,213.6125,186.3,170.2,168.475,183.7125,181.9875,158.125,153.2375,158.4125,158.7,163.0125,159.5625,691.4375
8/7/2022,704.375,692.5875,688.85,711.85,307.3375,100.9125,91.425,102.925,111.55,135.4125,155.5375,158.125,205.5625,225.4,171.0625,148.925,149.5,119.6,113.85,160.425,133.975,156.6875,661.25,771.65
8/8/2022,781.7125,715.3,85.3875,37.6625,89.125,88.2625,101.2,146.05,156.1125,175.0875,216.2,233.7375,230.2875,239.775,184.2875,134.55,129.0875,186.5875,178.5375,195.5,193.4875,108.1,183.425,85.3875
8/9/2022,64.1125,87.1125,79.35,57.2125,116.15,131.1,140.0125,187.7375,247.825,769.6375,834.325,852.15,836.9125,225.4,229.425,213.6125,183.425,159.275,108.1,160.7125,122.7625,358.5125,779.7,785.45
8/10/2022,763.6,730.5375,730.5375,342.4125,114.7125,122.7625,123.05,166.175,260.475,526.7,911.95,874.8625,826.275,850.1375,884.0625,912.2375,419.4625,169.9125,150.3625,156.4,161,185.15,200.675,159.275
8/11/2022,151.5125,63.825,61.2375,211.3125,122.475,92.8625,97.175,124.2,166.75,186.5875,198.6625,185.725,159.5625,233.1625,814.775,935.2375,850.7125,277.4375,129.0875,148.0625,115.8625,151.225,133.1125,138.2875
8/12/2022,77.625,53.1875,75.0375,63.5375,100.05,108.675,113.275,163.0125,719.0375,382.95,179.1125,225.1125,191.475,222.2375,181.125,222.8125,287.5,219.3625,198.6625,186.5875,162.15,84.8125,116.4375,118.45
8/13/2022,101.2,66.9875,58.075,50.6,100.05,110.4,96.025,131.9625,183.7125,228.5625,718.175,292.9625,299.575,297.85,288.65,260.475,146.9125,98.0375,110.6875,110.1125,85.3875,102.0625,143.175,132.25
8/14/2022,125.0625,60.6625,51.4625,48.5875,107.525,120.75,106.6625,176.2375,139.725,297.85,97.175,146.625,142.025,117.0125,83.6625,83.0875,77.9125,63.5375,84.525,117.875,69.575,132.825,140.3,160.425
8/15/2022,58.9375,35.075,53.1875,54.9125,59.5125,117.5875,84.525,56.925,154.675,208.725,153.8125,118.7375,140.5875,163.0125,127.3625,114.7125,120.175,716.7375,753.5375,782.2875,801.55,805.575,772.8,735.425
8/16/2022,718.75,718.4625,710.7,169.3375,90.85,124.2,102.0625,134.55,184,194.6375,219.65,757.275,758.7125,755.55,726.5125,763.3125,735.1375,723.35,751.8125,762.45,747.7875,692.0125,677.35,657.8
8/17/2022,671.8875,675.9125,652.9125,171.35,116.15,63.825,79.6375,104.65,86.825,609.2125,756.7,765.9,752.675,775.675,670.45,621.2875,122.475,131.9625,105.8,645.15,698.625,762.7375,755.55,706.675
8/18/2022,658.95,650.6125,635.0875,633.9375,710.4125,282.325,105.8,144.6125,200.3875,200.9625,169.05,178.25,265.075,767.9125,700.35,689.7125,630.2,588.225,638.25,659.2375,698.3375,676.775,719.9,660.3875
8/19/2022,715.0125,690.8625,179.975,41.975,33.6375,52.9,41.975,83.375,68.1375,458.85,689.7125,717.025,735.425,738.3,677.925,677.35,591.675,715.3,752.9625,743.1875,761.0125,796.0875,752.9625,751.8125
8/20/2022,743.7625,745.2,736,735.1375,171.6375,599.15,93.725,84.2375,99.7625,676.775,769.0625,766.1875,489.325,146.3375,181.4125,169.625,142.6,193.4875,752.675,777.6875,775.675,779.7,770.2125,744.625
8/21/2022,768.4875,778.55,775.3875,767.9125,485.0125,108.3875,90.85,96.6,105.5125,152.0875,127.3625,50.025,31.9125,27.6,43.9875,41.1125,42.2625,560.05,702.65,733.9875,742.6125,771.9375,795.8,746.6375
8/22/2022,711.275,721.3375,302.45,64.4,50.3125,52.6125,24.4375,40.5375,76.1875,110.6875,140.3,142.3125,87.1125,83.0875,74.75,75.9,54.3375,633.075,700.925,729.9625,729.1,723.6375,712.7125,738.875
8/23/2022,441.6,73.6,75.9,85.9625,80.5,59.225,42.8375,50.3125,119.6,140.5875,98.325,104.9375,72.1625,74.4625,56.35,25.5875,730.825,771.075,793.5,833.4625,588.225,141.45,146.9125,101.2
8/24/2022,646.5875,737.15,721.05,724.7875,716.1625,715.3,718.175,731.975,804.7125,240.35,155.5375,198.95,168.475,175.95,167.6125,158.125,135.9875,116.725,119.6,629.05,789.7625,764.4625,754.975,744.3375
8/25/2022,742.6125,123.9125,109.825,92.8625,121.325,187.1625,441.025,679.075,158.9875,72.1625,76.475,96.6,116.15,123.05,204.4125,200.1,172.2125,137.7125,151.8,742.6125,776.5375,772.5125,721.05,690.8625
8/26/2022,691.15,252.425,165.3125,129.0875,94.3,102.6375,101.775,138.2875,161.8625,382.95,113.5625,111.8375,104.65,126.5,138.8625,172.7875,209.3,711.5625,796.0875,782,776.825,791.775,783.15,784.5875
8/27/2022,775.3875,700.35,723.925,719.0375,713.8625,757.5625,711.275,732.8375,764.175,809.6,398.1875,180.55,164.1625,196.65,188.3125,183.7125,701.2125,761.875,773.6625,788.6125,778.2625,710.4125,713.575,683.9625
8/28/2022,682.8125,670.45,669.0125,667.8625,667.8625,705.2375,703.5125,731.975,761.5875,833.175,829.4375,782.575,777.1125,849.85,836.9125,800.1125,800.975,808.7375,823.6875,843.525,843.525,773.6625,783.4375,768.775
8/29/2022,746.0625,744.3375,732.2625,729.675,737.15,712.425,710.125,730.825,762.45,790.05,829.4375,838.925,830.0125,836.625,854.1625,833.4625,821.9625,808.45,789.1875,807.3,785.1625,784.5875,774.525,765.325
8/30/2022,706.9625,703.8,710.4125,717.3125,747.2125,650.325,632.2125,744.3375,729.675,660.1,635.95,129.375,92,136.85,117.875,621.2875,737.15,711.85,717.3125,739.7375,745.775,733.7,722.4875,733.7
8/31/2022,720.475,722.775,741.75,694.8875,709.55,720.475,699.4875,779.4125,820.8125,830.0125,623.3,219.65,214.1875,232.0125,333.2125,853.0125,830.3,788.9,789.1875,798.9625,788.9,790.05,768.4875,773.6625
9/1/2022,793.5,705.525,701.2125,679.9375,724.7875,746.6375,733.125,781.425,804.1375,826.5625,876.3,881.475,812.475,776.25,775.675,808.7375,763.3125,753.825,695.75,731.6875,744.3375,740.025,732.2625,730.25
9/2/2022,734.275,698.625,685.4,685.6875,708.1125,707.5375,715.0125,737.725,736.575,724.7875,639.6875,785.7375,782.2875,774.525,779.4125,772.5125,754.4,714.15,724.7875,740.6,745.2,735.425,705.2375,686.8375
9/3/2022,660.9625,660.9625,655.7875,656.3625,696.9,708.6875,728.2375,743.475,721.9125,695.175,85.9625,166.175,105.5125,138,166.4625,756.7,756.4125,746.0625,732.8375,745.775,729.675,736.575,726.225,721.05
9/4/2022,698.3375,659.8125,650.9,648.025,708.1125,729.675,722.775,231.4375,51.75,46.575,58.65,91.425,94.3,106.6625,86.825,685.4,719.325,703.8,705.525,739.45,750.95,727.0875,761.3,288.9375
9/5/2022,79.35,31.625,26.1625,21.85,61.2375,73.8875,68.1375,69,78.775,95.45,138.575,131.3875,119.3125,695.175,717.8875,721.625,732.2625,675.05,687.7,716.7375,724.2125,733.7,753.25,368.2875
